YEAR,STATION_TYPE,STATION_ID,SAMPLE_ID,STATION_DEPTH_m,TOW_DIST_m,SP_CODE,SP_NAME,ABUNDANCE
2007,OpenWater,RO07340,20079250,3.5,500,A362,Scomberomorus maculatus,1
2013,OpenWater,RO13345,20138269,1.5,500,A363,Scomberomorus regalis,1
1999,OpenWater,RO99326,19996252,2,500,A238,Selene setapinnis,9
1999,OpenWater,RO99326,19996253,2,500,A238,Selene setapinnis,6
2003,OpenWater,RO036048,20038330,4.9,500,A238,Selene setapinnis,12
2003,OpenWater,RO036048,20038331,4.6,500,A238,Selene setapinnis,8
2005,OpenWater,RO056115,20058491,1.5,500,A238,Selene setapinnis,3
2007,OpenWater,RO07340,20079250,3.5,500,A238,Selene setapinnis,2
2010,OpenWater,RO10385,20108468,3.2,500,A238,Selene setapinnis,1
2011,OpenWater,RO11302,20118330,10.7,500,A238,Selene setapinnis,1
2011,OpenWater,RO11305,20118389,12.8,500,A238,Selene setapinnis,1
2015,OpenWater,RO15362,20158009,1.5,500,A238,Selene setapinnis,1
2015,TidalCreek,RT15105,20158529,1,250,A238,Selene setapinnis,1
2016,OpenWater,RO16386,20168129,3.4,500,A238,Selene setapinnis,1
2016,OpenWater,RO16391,20168230,2.4,500,A238,Selene setapinnis,1
2016,OpenWater,RO16393,20168269,4,500,A238,Selene setapinnis,1
2016,OpenWater,RO16393,20168270,4.3,500,A238,Selene setapinnis,6
2016,OpenWater,RO16394,20168290,6.7,500,A238,Selene setapinnis,1
2017,OpenWater,RO17409,20178270,3,500,A238,Selene setapinnis,1
1999,OpenWater,RO99303,19995852,1,500,A229,Selene vomer,1
1999,OpenWater,RO99306,19996133,2,500,A229,Selene vomer,2
1999,OpenWater,RO99315,19995513,3,500,A229,Selene vomer,1
1999,OpenWater,RO99320,19995532,10,500,A229,Selene vomer,3
1999,OpenWater,RO99320,19995533,10,500,A229,Selene vomer,1
1999,OpenWater,RO99322,19995032,2.8,500,A229,Selene vomer,2
1999,OpenWater,RO99324,19995452,5,500,A229,Selene vomer,1
1999,OpenWater,RO99324,19995453,5,500,A229,Selene vomer,1
1999,OpenWater,RO99327,19995112,2,500,A229,Selene vomer,1
1999,OpenWater,RO99330,19995572,4,500,A229,Selene vomer,1
1999,TidalCreek,RT99005,19995472,1,250,A229,Selene vomer,5
1999,TidalCreek,RT99005,19995473,1,250,A229,Selene vomer,2
1999,TidalCreek,RT99006,19996153,1,250,A229,Selene vomer,1
1999,TidalCreek,RT99007,19996192,3.3,250,A229,Selene vomer,1
1999,TidalCreek,RT99017,19995052,1.1,250,A229,Selene vomer,1
1999,TidalCreek,RT99017,19995053,1.1,250,A229,Selene vomer,2
1999,TidalCreek,RT99021,19995093,1.5,250,A229,Selene vomer,2
1999,TidalCreek,RT99027,19995013,2.8,250,A229,Selene vomer,1
1999,TidalCreek,RT99028,19996112,3,250,A229,Selene vomer,1
1999,TidalCreek,RT99028,19996113,3,250,A229,Selene vomer,2
1999,TidalCreek,RT99038,19996092,2,250,A229,Selene vomer,2
1999,TidalCreek,RT99038,19996093,2,250,A229,Selene vomer,2
2000,OpenWater,RO00006,20007033,4.9,500,A229,Selene vomer,1
2000,OpenWater,RO00008,20006175,6.7,500,A229,Selene vomer,1
2000,OpenWater,RO00016,20006573,1.5,500,A229,Selene vomer,1
2000,OpenWater,RO00017,20006253,5.5,500,A229,Selene vomer,1
2000,OpenWater,RO00019,20006895,6.1,500,A229,Selene vomer,3
2000,TidalCreek,RT00542,20006535,0.6,280,A229,Selene vomer,2
2000,TidalCreek,RT00557,20006395,1.2,250,A229,Selene vomer,1
2001,OpenWater,RO01110,20018153,5,500,A229,Selene vomer,1
2001,OpenWater,RO01114,20017593,0.9,500,A229,Selene vomer,1
2001,OpenWater,RO01122,20017533,2.1,500,A229,Selene vomer,1
2001,OpenWater,RO01130,20017373,3,500,A229,Selene vomer,1
2001,OpenWater,RO01132,20018034,3.7,500,A229,Selene vomer,1
2001,OpenWater,RO01148,20017714,2.7,500,A229,Selene vomer,4
2001,OpenWater,RO01162,20018053,4.9,500,A229,Selene vomer,6
2001,OpenWater,RO01162,20018054,4.9,500,A229,Selene vomer,2
2001,TidalCreek,RT01604,20017953,2.4,250,A229,Selene vomer,1
2001,TidalCreek,RT01624,20017773,3,250,A229,Selene vomer,1
2001,TidalCreek,RT01625,20018013,1.5,250,A229,Selene vomer,1
2001,TidalCreek,RT01625,20018014,1.8,250,A229,Selene vomer,1
2001,TidalCreek,RT01633,20017153,3,250,A229,Selene vomer,1
2001,TidalCreek,RT01646,20017254,1.5,250,A229,Selene vomer,1
2001,TidalCreek,RT01647,20017893,1,250,A229,Selene vomer,1
2001,TidalCreek,RT01650,20017393,1.2,250,A229,Selene vomer,1
2001,TidalCreek,RT01650,20017394,1.2,250,A229,Selene vomer,1
2001,TidalCreek,RT01664,20017734,4,250,A229,Selene vomer,1
2002,OpenWater,RO026002,20027972,4,500,A229,Selene vomer,2
2002,OpenWater,RO026002,20027973,3,500,A229,Selene vomer,3
2002,OpenWater,RO026006,20028153,3.7,500,A229,Selene vomer,3
2002,OpenWater,RO026020,20027952,6,500,A229,Selene vomer,2
2002,OpenWater,RO026151,20027412,4,500,A229,Selene vomer,1
2002,TidalCreek,RT022002,20028192,4.3,260,A229,Selene vomer,1
2002,TidalCreek,RT022002,20028193,3.7,250,A229,Selene vomer,1
2002,TidalCreek,RT022008,20027752,2.1,250,A229,Selene vomer,1
2002,TidalCreek,RT022008,20027753,2.1,250,A229,Selene vomer,2
2002,TidalCreek,RT022019,20027253,3,250,A229,Selene vomer,1
2002,TidalCreek,RT022155,20027692,2.7,250,A229,Selene vomer,2
2002,TidalCreek,RT022160,20027932,1.8,250,A229,Selene vomer,1
2003,OpenWater,RO036036,20038110,3,500,A229,Selene vomer,2
2003,OpenWater,RO036036,20038111,3.7,500,A229,Selene vomer,4
2003,OpenWater,RO036041,20038211,4,500,A229,Selene vomer,1
2003,OpenWater,RO036048,20038330,4.9,500,A229,Selene vomer,7
2003,OpenWater,RO036048,20038331,4.6,500,A229,Selene vomer,19
2003,OpenWater,RO036050,20038371,3.4,500,A229,Selene vomer,5
2003,OpenWater,RO036056,20038470,5.5,500,A229,Selene vomer,22
2003,OpenWater,RO036056,20038471,7,500,A229,Selene vomer,9
2003,OpenWater,RO036060,20038550,4.3,500,A229,Selene vomer,3
2003,OpenWater,RO036152,20038570,4.9,500,A229,Selene vomer,3
2003,OpenWater,RO036152,20038571,6.7,500,A229,Selene vomer,12
2003,TidalCreek,RT032032,20038630,6.1,250,A229,Selene vomer,5
2003,TidalCreek,RT032045,20038770,2.7,250,A229,Selene vomer,2
2003,TidalCreek,RT032045,20038771,2.7,190,A229,Selene vomer,3
2003,TidalCreek,RT032050,20038830,1.8,250,A229,Selene vomer,1
2003,TidalCreek,RT032055,20038871,2.1,280,A229,Selene vomer,1
2003,TidalCreek,RT032056,20038891,1.2,250,A229,Selene vomer,1
2003,TidalCreek,RT032178,20039051,2.4,250,A229,Selene vomer,1
2003,TidalCreek,RT032179,20039070,1.2,250,A229,Selene vomer,1
2003,TidalCreek,RT032186,20039130,6.1,250,A229,Selene vomer,1
2003,TidalCreek,RT032187,20039150,3.7,250,A229,Selene vomer,2
2004,OpenWater,RO046065,20048091,6.1,500,A229,Selene vomer,1
2004,OpenWater,RO046068,20048150,1.8,500,A229,Selene vomer,1
2004,OpenWater,RO046074,20048270,8,500,A229,Selene vomer,2
2004,OpenWater,RO046077,20048330,5.2,500,A229,Selene vomer,1
2004,OpenWater,RO046080,20048390,3,500,A229,Selene vomer,3
2004,OpenWater,RO046080,20048391,6.4,500,A229,Selene vomer,1
2004,OpenWater,RO046087,20048530,5.5,500,A229,Selene vomer,2
2004,OpenWater,RO046088,20048551,4,500,A229,Selene vomer,1
2004,TidalCreek,RT042074,20048810,2.1,250,A229,Selene vomer,1
2004,TidalCreek,RT042074,20048811,1.2,250,A229,Selene vomer,1
2004,TidalCreek,RT042076,20048850,2.7,250,A229,Selene vomer,2
2004,TidalCreek,RT042078,20048891,4.6,240,A229,Selene vomer,1
2004,TidalCreek,RT042088,20049070,2.4,250,A229,Selene vomer,2
2004,TidalCreek,RT042088,20049071,2.4,180,A229,Selene vomer,1
2005,OpenWater,RO056095,20058090,1.8,500,A229,Selene vomer,1
2005,OpenWater,RO056095,20058091,1.5,500,A229,Selene vomer,2
2005,OpenWater,RO056100,20058190,2.1,500,A229,Selene vomer,1
2005,OpenWater,RO056101,20058210,5.5,500,A229,Selene vomer,1
2005,OpenWater,RO056102,20058230,8,500,A229,Selene vomer,1
2005,OpenWater,RO056111,20058410,7.6,500,A229,Selene vomer,1
2005,OpenWater,RO056111,20058411,8.8,500,A229,Selene vomer,1
2005,OpenWater,RO056115,20058490,1.8,500,A229,Selene vomer,4
2005,OpenWater,RO056115,20058491,1.5,500,A229,Selene vomer,1
2005,TidalCreek,RT052096,20058570,1.2,230,A229,Selene vomer,1
2005,TidalCreek,RT052104,20058670,3.4,250,A229,Selene vomer,1
2005,TidalCreek,RT052106,20058710,5.2,250,A229,Selene vomer,1
2005,TidalCreek,RT052110,20058750,1.2,250,A229,Selene vomer,3
2005,TidalCreek,RT052110,20058751,1.2,250,A229,Selene vomer,1
2005,TidalCreek,RT052118,20058850,1.8,250,A229,Selene vomer,1
2005,TidalCreek,RT052118,20058851,1,250,A229,Selene vomer,1
2005,TidalCreek,RT052200,20058930,4,250,A229,Selene vomer,6
2006,OpenWater,RO06308,20068130,13.4,500,A229,Selene vomer,1
2006,OpenWater,RO06312,20068210,2.4,500,A229,Selene vomer,1
2006,OpenWater,RO06313,20068230,5.5,500,A229,Selene vomer,21
2006,OpenWater,RO06315,20068270,1.2,500,A229,Selene vomer,1
2006,OpenWater,RO06320,20068351,3.4,500,A229,Selene vomer,1
2006,OpenWater,RO06321,20068370,3,500,A229,Selene vomer,1
2006,OpenWater,RO06321,20068371,2.7,500,A229,Selene vomer,2
2006,OpenWater,RO06323,20068410,4,500,A229,Selene vomer,2
2006,TidalCreek,RT06003,20068550,2.1,250,A229,Selene vomer,1
2006,TidalCreek,RT06003,20068551,4.5,250,A229,Selene vomer,1
2006,TidalCreek,RT06006,20068570,4,250,A229,Selene vomer,1
2006,TidalCreek,RT06007,20068590,3.4,250,A229,Selene vomer,1
2006,TidalCreek,RT06007,20068591,4.3,250,A229,Selene vomer,1
2006,TidalCreek,RT06013,20068671,2.4,250,A229,Selene vomer,1
2006,TidalCreek,RT06014,20068690,1.2,250,A229,Selene vomer,1
2006,TidalCreek,RT06014,20068691,1.8,250,A229,Selene vomer,1
2006,TidalCreek,RT06018,20068710,2.1,250,A229,Selene vomer,3
2006,TidalCreek,RT06018,20068711,3.7,250,A229,Selene vomer,1
2006,TidalCreek,RT06028,20068850,3,250,A229,Selene vomer,1
2006,TidalCreek,RT06028,20068851,2.7,250,A229,Selene vomer,2
2006,TidalCreek,RT06031,20068891,1.2,250,A229,Selene vomer,2
2006,TidalCreek,RT06036,20068970,1.8,250,A229,Selene vomer,1
2007,OpenWater,RO07329,20079030,7,500,A229,Selene vomer,3
2007,OpenWater,RO07329,20079031,6.1,500,A229,Selene vomer,4
2007,OpenWater,RO07331,20079071,3.4,500,A229,Selene vomer,1
2007,OpenWater,RO07334,20079130,3,500,A229,Selene vomer,1
2007,OpenWater,RO07337,20079191,7.3,500,A229,Selene vomer,1
2007,OpenWater,RO07342,20079290,6.4,500,A229,Selene vomer,1
2007,TidalCreek,RT07042,20079370,1.8,250,A229,Selene vomer,2
2007,TidalCreek,RT07057,20079510,2.1,250,A229,Selene vomer,1
2007,TidalCreek,RT07058,20079530,2.1,250,A229,Selene vomer,1
2008,OpenWater,RO08356,20088551,3.4,500,A229,Selene vomer,5
2008,OpenWater,RO08357,20088571,4.9,500,A229,Selene vomer,5
2008,TidalCreek,RT08073,20088671,0.9,250,A229,Selene vomer,1
2008,TidalCreek,RT08076,20088690,1.8,250,A229,Selene vomer,1
2008,TidalCreek,RT08088,20088890,3.7,250,A229,Selene vomer,3
2009,OpenWater,RO09362,20098370,6.1,500,A229,Selene vomer,1
2009,OpenWater,RO09364,20098409,1.2,500,A229,Selene vomer,1
2009,OpenWater,RO09370,20098509,9.8,500,A229,Selene vomer,1
2009,TidalCreek,RT09099,20098710,3.7,250,A229,Selene vomer,3
2009,TidalCreek,RT09103,20098770,5.5,250,A229,Selene vomer,1
2009,TidalCreek,RT09105,20098789,2.1,250,A229,Selene vomer,2
2009,TidalCreek,RT09113,20098870,1.5,250,A229,Selene vomer,1
2009,TidalCreek,RT09114,20098889,4.3,250,A229,Selene vomer,2
2010,OpenWater,RO10376,20108328,7.3,500,A229,Selene vomer,1
2010,OpenWater,RO10379,20108388,3.7,500,A229,Selene vomer,1
2010,OpenWater,RO10392,20108589,4.2,500,A229,Selene vomer,1
2011,OpenWater,RO11301,20118309,3,500,A229,Selene vomer,2
2011,OpenWater,RO11308,20118450,6.1,500,A229,Selene vomer,2
2011,OpenWater,RO11310,20118490,2.7,500,A229,Selene vomer,2
2011,OpenWater,RO11312,20118530,1.5,500,A229,Selene vomer,3
2011,TidalCreek,RT11001,20118610,1.8,250,A229,Selene vomer,1
2011,TidalCreek,RT11003,20118649,2.7,250,A229,Selene vomer,1
2011,TidalCreek,RT11005,20118689,2.4,250,A229,Selene vomer,2
2011,TidalCreek,RT11005,20118690,2.7,250,A229,Selene vomer,2
2011,TidalCreek,RT11007,20118729,1.5,260,A229,Selene vomer,1
2012,OpenWater,RO12322,20128184,8.2,500,A229,Selene vomer,1
2012,TidalCreek,RT12032,20128489,2.4,250,A229,Selene vomer,1
2013,OpenWater,RO13336,20138090,5.2,500,A229,Selene vomer,1
2013,OpenWater,RO13344,20138249,9.1,500,A229,Selene vomer,2
2013,OpenWater,RO13344,20138250,6.1,500,A229,Selene vomer,1
2013,OpenWater,RO13345,20138269,1.5,500,A229,Selene vomer,1
2013,TidalCreek,RT13040,20138310,3,250,A229,Selene vomer,1
2013,TidalCreek,RT13051,20138390,1.5,190,A229,Selene vomer,1
2013,TidalCreek,RT13053,20138430,4.3,250,A229,Selene vomer,2
2014,OpenWater,RO14354,20148150,1.8,500,A229,Selene vomer,1
2014,TidalCreek,RT14067,20148370,3,250,A229,Selene vomer,1
2014,TidalCreek,RT14068,20148389,1.2,250,A229,Selene vomer,1
2014,TidalCreek,RT14078,20148469,2.4,250,A229,Selene vomer,1
2015,OpenWater,RO15362,20158009,1.5,500,A229,Selene vomer,4
2015,OpenWater,RO15370,20158149,4.9,500,A229,Selene vomer,3
2015,OpenWater,RO15370,20158150,4.9,500,A229,Selene vomer,2
2015,TidalCreek,RT15092,20158349,1.5,250,A229,Selene vomer,1
2015,TidalCreek,RT15101,20158450,4.6,250,A229,Selene vomer,1
2015,TidalCreek,RT15105,20158530,1.1,250,A229,Selene vomer,1
2016,OpenWater,RO16393,20168269,4,500,A229,Selene vomer,4
2016,TidalCreek,RT16116,20168329,3,250,A229,Selene vomer,2
2016,TidalCreek,RT16129,20168429,1.5,250,A229,Selene vomer,5
2017,OpenWater,RO17404,20178115,4.9,500,A229,Selene vomer,1
2017,OpenWater,RO17409,20178270,3,500,A229,Selene vomer,1
2018,OpenWater,RO18425,20188290,3.8,500,A229,Selene vomer,1
2018,TidalCreek,RT18180,20188470,7,250,A229,Selene vomer,1
2018,TidalCreek,RT18186,20188529,3.4,250,A229,Selene vomer,1
1999,OpenWater,RO99310,19995893,5,500,A444,Sphoeroides maculatus,1
1999,OpenWater,RO99320,19995532,10,500,A444,Sphoeroides maculatus,1
1999,OpenWater,RO99322,19995032,2.8,500,A444,Sphoeroides maculatus,1
2000,OpenWater,RO00019,20006893,6.1,500,A444,Sphoeroides maculatus,1
2002,OpenWater,RO026014,20027992,5.2,500,A444,Sphoeroides maculatus,2
2002,OpenWater,RO026014,20027993,7.3,500,A444,Sphoeroides maculatus,1
2002,OpenWater,RO026017,20027353,4.3,250,A444,Sphoeroides maculatus,2
2002,OpenWater,RO026021,20027632,3,500,A444,Sphoeroides maculatus,1
2003,TidalCreek,RT032050,20038830,1.8,250,A444,Sphoeroides maculatus,1
2005,OpenWater,RO056105,20058291,4.9,500,A444,Sphoeroides maculatus,2
2012,TidalCreek,RT12029,20128449,1.5,250,A444,Sphoeroides maculatus,2
2013,OpenWater,RO13341,20138190,4.6,500,A444,Sphoeroides maculatus,1
2003,OpenWater,RO036044,20038270,1.8,500,A322,Sphyraena barracuda,1
2006,TidalCreek,RT06032,20068911,4.4,250,A031,Sphyrna tiburo,1
2010,TidalCreek,RT10119,20108648,3.7,250,A031,Sphyrna tiburo,1
2015,TidalCreek,RT15106,20158549,2.4,250,A031,Sphyrna tiburo,1
2004,TidalCreek,RT042077,20048870,3,250,E001,Squilla empusa,1
2005,OpenWater,RO056109,20058370,6.1,500,E001,Squilla empusa,1
2005,OpenWater,RO056109,20058371,5.8,500,E001,Squilla empusa,2
2006,TidalCreek,RT06003,20068551,4.5,250,E001,Squilla empusa,2
2014,TidalCreek,RT14083,20148530,3.7,250,E001,Squilla empusa,1
2017,OpenWater,RO17401,20178074,4.9,500,E001,Squilla empusa,1
2017,OpenWater,RO17409,20178270,3,500,E001,Squilla empusa,1
2018,OpenWater,RO18426,20188310,5.8,500,E002,Squilla sp.,1
1999,OpenWater,RO99308,19995792,10,500,A291,Stellifer lanceolatus,451
1999,OpenWater,RO99308,19995793,10,500,A291,Stellifer lanceolatus,142
1999,OpenWater,RO99310,19995893,5,500,A291,Stellifer lanceolatus,5
1999,OpenWater,RO99316,19996012,3.5,500,A291,Stellifer lanceolatus,1
1999,OpenWater,RO99316,19996013,3.5,500,A291,Stellifer lanceolatus,5
1999,OpenWater,RO99318,19995772,4,500,A291,Stellifer lanceolatus,1
1999,OpenWater,RO99328,19995953,7,500,A291,Stellifer lanceolatus,43
1999,TidalCreek,RT99036,19995212,2,250,A291,Stellifer lanceolatus,2
2000,OpenWater,RO00006,20007033,4.9,500,A291,Stellifer lanceolatus,12
2000,OpenWater,RO00006,20007035,5.8,500,A291,Stellifer lanceolatus,2
2000,OpenWater,RO00015,20007053,4.9,500,A291,Stellifer lanceolatus,86
2000,OpenWater,RO00015,20007055,4.6,500,A291,Stellifer lanceolatus,37
2000,OpenWater,RO00017,20006253,5.5,500,A291,Stellifer lanceolatus,1
2000,OpenWater,RO00017,20006255,5.5,500,A291,Stellifer lanceolatus,3
2000,OpenWater,RO00021,20007095,4,500,A291,Stellifer lanceolatus,2
2000,OpenWater,RO00022,20006813,7,500,A291,Stellifer lanceolatus,64
2000,OpenWater,RO00022,20006815,7,500,A291,Stellifer lanceolatus,6
2000,OpenWater,RO00035,20006733,5.5,500,A291,Stellifer lanceolatus,64
2000,OpenWater,RO00046,20007153,7.9,500,A291,Stellifer lanceolatus,41
2000,OpenWater,RO00046,20007155,7.9,500,A291,Stellifer lanceolatus,49
2000,TidalCreek,RT00526,20006515,3.4,250,A291,Stellifer lanceolatus,2
2000,TidalCreek,RT00554,20006995,2.7,250,A291,Stellifer lanceolatus,6
2001,OpenWater,RO01110,20018154,5,500,A291,Stellifer lanceolatus,1
2001,OpenWater,RO01113,20017173,7.3,500,A291,Stellifer lanceolatus,2
2001,OpenWater,RO01113,20017174,7.9,500,A291,Stellifer lanceolatus,119
2001,OpenWater,RO01115,20018194,10.1,500,A291,Stellifer lanceolatus,12
2001,OpenWater,RO01116,20018073,4.9,500,A291,Stellifer lanceolatus,8
2001,OpenWater,RO01116,20018074,4.9,500,A291,Stellifer lanceolatus,5
2001,OpenWater,RO01124,20018133,5.8,470,A291,Stellifer lanceolatus,4
2001,OpenWater,RO01129,20017033,7.6,500,A291,Stellifer lanceolatus,1
2001,OpenWater,RO01129,20017034,8.5,500,A291,Stellifer lanceolatus,2
2001,OpenWater,RO01144,20017874,6,500,A291,Stellifer lanceolatus,1
2001,OpenWater,RO01145,20017854,4.9,500,A291,Stellifer lanceolatus,6
2001,OpenWater,RO01163,20018173,9,500,A291,Stellifer lanceolatus,14
2001,OpenWater,RO01163,20018174,9,500,A291,Stellifer lanceolatus,7
2001,OpenWater,RO01164,20017673,6.7,500,A291,Stellifer lanceolatus,4
2002,OpenWater,RO026001,20027032,13,500,A291,Stellifer lanceolatus,55
2002,OpenWater,RO026001,20027033,13,500,A291,Stellifer lanceolatus,14
2002,OpenWater,RO026005,20027012,6.4,500,A291,Stellifer lanceolatus,1
2002,OpenWater,RO026005,20027013,6.4,500,A291,Stellifer lanceolatus,28
2002,OpenWater,RO026006,20028153,3.7,500,A291,Stellifer lanceolatus,11
2002,OpenWater,RO026008,20027532,2.7,500,A291,Stellifer lanceolatus,10
2002,OpenWater,RO026008,20027533,2.24,500,A291,Stellifer lanceolatus,13
2002,OpenWater,RO026009,20027892,5.8,500,A291,Stellifer lanceolatus,12
2002,OpenWater,RO026009,20027893,8.5,500,A291,Stellifer lanceolatus,3
2002,OpenWater,RO026010,20027592,5.5,500,A291,Stellifer lanceolatus,41
2002,OpenWater,RO026010,20027593,4.9,500,A291,Stellifer lanceolatus,24
2002,OpenWater,RO026011,20027873,4.6,500,A291,Stellifer lanceolatus,53
2002,OpenWater,RO026012,20027573,4.3,500,A291,Stellifer lanceolatus,8
2002,OpenWater,RO026014,20027993,7.3,500,A291,Stellifer lanceolatus,1
2002,OpenWater,RO026019,20028132,7.6,500,A291,Stellifer lanceolatus,27
2002,OpenWater,RO026019,20028133,7.6,500,A291,Stellifer lanceolatus,11
2002,OpenWater,RO026022,20027332,9.1,500,A291,Stellifer lanceolatus,9
2002,OpenWater,RO026022,20027333,8.8,500,A291,Stellifer lanceolatus,3
2002,OpenWater,RO026023,20027652,6.4,500,A291,Stellifer lanceolatus,7
2002,OpenWater,RO026023,20027653,4.9,500,A291,Stellifer lanceolatus,10
2002,OpenWater,RO026025,20027292,4.6,500,A291,Stellifer lanceolatus,3
2002,OpenWater,RO026025,20027293,2.4,500,A291,Stellifer lanceolatus,4
2002,OpenWater,RO026027,20027312,4.6,500,A291,Stellifer lanceolatus,74
2002,OpenWater,RO026027,20027313,2.7,500,A291,Stellifer lanceolatus,35
2002,OpenWater,RO026028,20028033,13.7,500,A291,Stellifer lanceolatus,2
2002,OpenWater,RO026029,20027272,3,500,A291,Stellifer lanceolatus,14
2002,OpenWater,RO026029,20027273,2.4,500,A291,Stellifer lanceolatus,3
2002,TidalCreek,RT022152,20027852,6.1,250,A291,Stellifer lanceolatus,3
2002,TidalCreek,RT022152,20027853,4,250,A291,Stellifer lanceolatus,8
2003,OpenWater,RO036032,20038030,14,500,A291,Stellifer lanceolatus,6
2003,OpenWater,RO036032,20038031,14,500,A291,Stellifer lanceolatus,151
2003,OpenWater,RO036037,20038131,4,500,A291,Stellifer lanceolatus,1
2003,OpenWater,RO036039,20038170,8.2,500,A291,Stellifer lanceolatus,14
2003,OpenWater,RO036039,20038171,8.8,500,A291,Stellifer lanceolatus,21
2003,OpenWater,RO036042,20038230,6.1,500,A291,Stellifer lanceolatus,2
2003,OpenWater,RO036042,20038231,6.1,500,A291,Stellifer lanceolatus,2
2003,OpenWater,RO036047,20038311,6.7,510,A291,Stellifer lanceolatus,10
2003,OpenWater,RO036052,20038390,7.3,500,A291,Stellifer lanceolatus,22
2003,OpenWater,RO036052,20038391,7.3,500,A291,Stellifer lanceolatus,11
2003,OpenWater,RO036053,20038410,2.7,500,A291,Stellifer lanceolatus,1
2003,OpenWater,RO036055,20038450,5.2,500,A291,Stellifer lanceolatus,2
2003,OpenWater,RO036055,20038451,6,500,A291,Stellifer lanceolatus,2
2003,OpenWater,RO036058,20038511,4.6,500,A291,Stellifer lanceolatus,1
2003,TidalCreek,RT032032,20038630,6.1,250,A291,Stellifer lanceolatus,15
2003,TidalCreek,RT032032,20038631,4.6,250,A291,Stellifer lanceolatus,6
2003,TidalCreek,RT032178,20039050,2.1,250,A291,Stellifer lanceolatus,1
2004,OpenWater,RO046062,20048030,3.4,500,A291,Stellifer lanceolatus,4
2004,OpenWater,RO046062,20048031,7.2,440,A291,Stellifer lanceolatus,8
2004,OpenWater,RO046064,20048070,4.6,500,A291,Stellifer lanceolatus,2
2004,OpenWater,RO046064,20048071,4.6,500,A291,Stellifer lanceolatus,15
2004,OpenWater,RO046069,20048170,12.8,500,A291,Stellifer lanceolatus,33
2004,OpenWater,RO046069,20048171,11.6,500,A291,Stellifer lanceolatus,9
2004,OpenWater,RO046076,20048310,3.7,500,A291,Stellifer lanceolatus,1
2004,OpenWater,RO046076,20048311,3.7,500,A291,Stellifer lanceolatus,2
2004,OpenWater,RO046080,20048390,3,500,A291,Stellifer lanceolatus,1
2004,OpenWater,RO046080,20048391,6.4,500,A291,Stellifer lanceolatus,7
2004,OpenWater,RO046081,20048411,10.1,500,A291,Stellifer lanceolatus,22
2004,OpenWater,RO046083,20048450,4.9,500,A291,Stellifer lanceolatus,12
2004,OpenWater,RO046083,20048451,6.4,500,A291,Stellifer lanceolatus,17
2004,OpenWater,RO046090,20048590,9.1,500,A291,Stellifer lanceolatus,1
2004,TidalCreek,RT042063,20048650,6.1,250,A291,Stellifer lanceolatus,2
2004,TidalCreek,RT042075,20048831,3,250,A291,Stellifer lanceolatus,2
2004,TidalCreek,RT042079,20048910,4.6,250,A291,Stellifer lanceolatus,1
2004,TidalCreek,RT042081,20048950,6.1,250,A291,Stellifer lanceolatus,9
2004,TidalCreek,RT042081,20048951,,250,A291,Stellifer lanceolatus,24
2004,TidalCreek,RT042084,20049010,2.4,250,A291,Stellifer lanceolatus,1
2004,TidalCreek,RT042084,20049011,2.7,250,A291,Stellifer lanceolatus,1
2004,TidalCreek,RT042195,20049170,6.7,250,A291,Stellifer lanceolatus,1
2005,OpenWater,RO056091,20058010,9.1,500,A291,Stellifer lanceolatus,72
2005,OpenWater,RO056091,20058011,8.2,500,A291,Stellifer lanceolatus,31
2005,OpenWater,RO056110,20058391,7.9,500,A291,Stellifer lanceolatus,160
2005,OpenWater,RO056111,20058410,7.6,500,A291,Stellifer lanceolatus,5
2005,OpenWater,RO056111,20058411,8.8,500,A291,Stellifer lanceolatus,3
2005,OpenWater,RO056113,20058450,9.8,500,A291,Stellifer lanceolatus,46
2005,OpenWater,RO056113,20058451,10.1,500,A291,Stellifer lanceolatus,45
2006,OpenWater,RO06303,20068050,9.4,500,A291,Stellifer lanceolatus,84
2006,OpenWater,RO06303,20068051,9.4,500,A291,Stellifer lanceolatus,17
2006,OpenWater,RO06305,20068090,7.3,500,A291,Stellifer lanceolatus,69
2006,OpenWater,RO06305,20068091,3.4,500,A291,Stellifer lanceolatus,33
2006,OpenWater,RO06308,20068131,13.4,500,A291,Stellifer lanceolatus,27
2006,OpenWater,RO06310,20068170,4.3,500,A291,Stellifer lanceolatus,31
2006,OpenWater,RO06311,20068190,1.5,500,A291,Stellifer lanceolatus,1
2006,OpenWater,RO06313,20068231,6.1,500,A291,Stellifer lanceolatus,1
2006,OpenWater,RO06317,20068291,5.5,500,A291,Stellifer lanceolatus,21
2006,TidalCreek,RT06003,20068551,4.5,250,A291,Stellifer lanceolatus,1
2006,TidalCreek,RT06010,20068631,3.4,250,A291,Stellifer lanceolatus,5
2006,TidalCreek,RT06037,20068991,1.2,250,A291,Stellifer lanceolatus,7
2007,OpenWater,RO07330,20079050,6.7,500,A291,Stellifer lanceolatus,14
2007,OpenWater,RO07330,20079051,7.3,500,A291,Stellifer lanceolatus,110
2007,OpenWater,RO07339,20079230,2.7,500,A291,Stellifer lanceolatus,57
2007,OpenWater,RO07339,20079231,2.7,500,A291,Stellifer lanceolatus,1
2008,OpenWater,RO08343,20088310,10.1,500,A291,Stellifer lanceolatus,1
2008,OpenWater,RO08343,20088311,11,500,A291,Stellifer lanceolatus,0
